"","countryname","countrycode","date_start","date_end","stay_home","stay_home_flag","announce","start","end","enforce","group","country_label","all_requ","gen_requ","tar_requ","all_reco","date_start_gen_req_min","check1"
"444","Saudi Arabia","SAU",2020-05-31,2020-05-31,"1_recommended","0_targeted","",NA,"","","control","c_SAU",TRUE,TRUE,TRUE,TRUE,2020-03-23,NA
"445","Senegal","SEN",2020-01-01,2020-03-24,"0_no_measures","missing","",NA,"","","control","c_SEN",TRUE,TRUE,FALSE,FALSE,2020-03-25,NA
"446","Senegal","SEN",2020-03-25,2020-05-31,"3_required","1_general","",NA,"","","control","c_SEN",TRUE,TRUE,FALSE,FALSE,2020-03-25,NA
"447","Serbia","SRB",2020-01-01,2020-03-14,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SRB",TRUE,TRUE,FALSE,TRUE,2020-03-15,NA
"448","Serbia","SRB",2020-03-15,2020-03-17,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SRB",TRUE,TRUE,FALSE,TRUE,2020-03-15,NA
"449","Serbia","SRB",2020-03-18,2020-05-16,"3_required","1_general",NA,NA,NA,NA,NA,"na_SRB",TRUE,TRUE,FALSE,TRUE,2020-03-15,NA
"450","Serbia","SRB",2020-05-17,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SRB",TRUE,TRUE,FALSE,TRUE,2020-03-15,NA
"451","Seychelles","SYC",2020-01-01,2020-04-07,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SYC",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"452","Seychelles","SYC",2020-04-08,2020-05-03,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SYC",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"453","Seychelles","SYC",2020-05-04,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SYC",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"454","Sierra Leone","SLE",2020-01-01,2020-04-04,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"455","Sierra Leone","SLE",2020-04-05,2020-04-07,"3_required","1_general",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"456","Sierra Leone","SLE",2020-04-08,2020-04-25,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"457","Sierra Leone","SLE",2020-04-26,2020-05-02,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"458","Sierra Leone","SLE",2020-05-03,2020-05-05,"3_required","1_general",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"459","Sierra Leone","SLE",2020-05-06,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SLE",TRUE,TRUE,FALSE,TRUE,2020-04-05,NA
"460","Singapore","SGP",2020-01-01,2020-04-02,"0_no_measures","missing","",NA,"","","control","c_SGP",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"461","Singapore","SGP",2020-04-03,2020-04-07,"1_recommended","1_general","",NA,"","","control","c_SGP",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"462","Singapore","SGP",2020-04-08,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_SGP",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"463","Slovak Republic","SVK",2020-01-01,2020-03-11,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SVK",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"464","Slovak Republic","SVK",2020-03-12,2020-04-07,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SVK",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"465","Slovak Republic","SVK",2020-04-08,2020-04-13,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SVK",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"466","Slovak Republic","SVK",2020-04-14,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SVK",TRUE,TRUE,FALSE,TRUE,2020-04-08,NA
"467","Slovenia","SVN",2020-01-01,2020-03-13,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SVN",FALSE,FALSE,FALSE,TRUE,NA,NA
"468","Slovenia","SVN",2020-03-14,2020-05-13,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SVN",FALSE,FALSE,FALSE,TRUE,NA,NA
"469","Slovenia","SVN",2020-05-14,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SVN",FALSE,FALSE,FALSE,TRUE,NA,NA
"470","Solomon Islands","SLB",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SLB",FALSE,FALSE,FALSE,FALSE,NA,NA
"471","Somalia","SOM",2020-01-01,2020-04-10,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SOM",FALSE,FALSE,FALSE,TRUE,NA,NA
"472","Somalia","SOM",2020-04-11,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SOM",FALSE,FALSE,FALSE,TRUE,NA,NA
"473","South Africa","ZAF",2020-01-01,2020-03-25,"0_no_measures","missing","2020-03-23",2020-03-26,"2020-04-30","mandatory","treatment","t_ZAF",TRUE,TRUE,FALSE,FALSE,2020-03-26,TRUE
"474","South Africa","ZAF",2020-03-26,2020-05-31,"2_required_exceptions","1_general","2020-03-23",2020-03-26,"2020-04-30","mandatory","treatment","t_ZAF",TRUE,TRUE,FALSE,FALSE,2020-03-26,TRUE
"475","South Korea","KOR",2020-01-01,2020-02-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"476","South Korea","KOR",2020-02-23,2020-03-20,"1_recommended","0_targeted",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"477","South Korea","KOR",2020-03-21,2020-04-17,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"478","South Korea","KOR",2020-04-18,2020-04-19,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"479","South Korea","KOR",2020-04-20,2020-05-28,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"480","South Korea","KOR",2020-05-29,2020-05-31,"1_recommended","0_targeted",NA,NA,NA,NA,NA,"na_KOR",TRUE,TRUE,TRUE,TRUE,2020-03-21,NA
"481","South Sudan","SSD",2020-01-01,2020-03-23,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SSD",TRUE,TRUE,TRUE,TRUE,2020-05-07,NA
"482","South Sudan","SSD",2020-03-24,2020-04-17,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SSD",TRUE,TRUE,TRUE,TRUE,2020-05-07,NA
"483","South Sudan","SSD",2020-04-18,2020-05-06,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_SSD",TRUE,TRUE,TRUE,TRUE,2020-05-07,NA
"484","South Sudan","SSD",2020-05-07,2020-05-28,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SSD",TRUE,TRUE,TRUE,TRUE,2020-05-07,NA
"485","South Sudan","SSD",2020-05-29,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_SSD",TRUE,TRUE,TRUE,TRUE,2020-05-07,NA
"486","Spain","ESP",2020-01-01,2020-03-13,"0_no_measures","missing","2020-03-14",2020-03-14,"2020-05-09","mandatory","treatment","t_ESP",TRUE,TRUE,FALSE,TRUE,2020-03-14,TRUE
"487","Spain","ESP",2020-03-14,2020-05-26,"2_required_exceptions","1_general","2020-03-14",2020-03-14,"2020-05-09","mandatory","treatment","t_ESP",TRUE,TRUE,FALSE,TRUE,2020-03-14,TRUE
"488","Spain","ESP",2020-05-27,2020-05-31,"1_recommended","1_general","2020-03-14",2020-03-14,"2020-05-09","mandatory","treatment","t_ESP",TRUE,TRUE,FALSE,TRUE,2020-03-14,TRUE
"489","Sri Lanka","LKA",2020-01-01,2020-03-17,"0_no_measures","missing","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"490","Sri Lanka","LKA",2020-03-18,2020-03-19,"3_required","0_targeted","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"491","Sri Lanka","LKA",2020-03-20,2020-04-19,"3_required","1_general","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"492","Sri Lanka","LKA",2020-04-20,2020-04-23,"3_required","0_targeted","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"493","Sri Lanka","LKA",2020-04-24,2020-05-10,"3_required","1_general","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"494","Sri Lanka","LKA",2020-05-11,2020-05-31,"2_required_exceptions","1_general","2020-04-26",2020-04-26,"2020-05-10","mandatory","treatment","t_LKA",TRUE,TRUE,TRUE,FALSE,2020-03-20,FALSE
"495","Sudan","SDN",2020-01-01,2020-03-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SDN",TRUE,TRUE,TRUE,TRUE,2020-05-29,NA
"496","Sudan","SDN",2020-03-23,2020-04-17,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SDN",TRUE,TRUE,TRUE,TRUE,2020-05-29,NA
"497","Sudan","SDN",2020-04-18,2020-05-28,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_SDN",TRUE,TRUE,TRUE,TRUE,2020-05-29,NA
"498","Sudan","SDN",2020-05-29,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SDN",TRUE,TRUE,TRUE,TRUE,2020-05-29,NA
"499","Suriname","SUR",2020-01-01,2020-03-27,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SUR",TRUE,TRUE,TRUE,TRUE,2020-03-28,NA
"500","Suriname","SUR",2020-03-28,2020-05-23,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_SUR",TRUE,TRUE,TRUE,TRUE,2020-03-28,NA
"501","Suriname","SUR",2020-05-24,2020-05-25,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SUR",TRUE,TRUE,TRUE,TRUE,2020-03-28,NA
"502","Suriname","SUR",2020-05-26,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_SUR",TRUE,TRUE,TRUE,TRUE,2020-03-28,NA
"503","Sweden","SWE",2020-01-01,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_SWE",FALSE,FALSE,FALSE,FALSE,NA,NA
"504","Switzerland","CHE",2020-01-01,2020-03-16,"0_no_measures","missing","2020-03-16",2020-03-17,"2020-04-26","voluntary","treatment","t_CHE",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"505","Switzerland","CHE",2020-03-17,2020-05-31,"1_recommended","1_general","2020-03-16",2020-03-17,"2020-04-26","voluntary","treatment","t_CHE",FALSE,FALSE,FALSE,TRUE,NA,FALSE
"506","Syria","SYR",2020-01-01,2020-04-16,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_SYR",TRUE,TRUE,TRUE,TRUE,NA,NA
"507","Syria","SYR",2020-04-17,2020-05-24,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_SYR",TRUE,TRUE,TRUE,TRUE,NA,NA
"508","Syria","SYR",2020-05-25,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_SYR",TRUE,TRUE,TRUE,TRUE,NA,NA
"509","Taiwan","TWN",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TWN",FALSE,FALSE,FALSE,FALSE,NA,NA
"510","Tajikistan","TJK",2020-01-01,2020-05-08,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TJK",TRUE,TRUE,TRUE,TRUE,NA,NA
"511","Tajikistan","TJK",2020-05-09,2020-05-11,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_TJK",TRUE,TRUE,TRUE,TRUE,NA,NA
"512","Tajikistan","TJK",2020-05-12,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_TJK",TRUE,TRUE,TRUE,TRUE,NA,NA
"513","Tanzania","TZA",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TZA",FALSE,FALSE,FALSE,FALSE,NA,NA
"514","Thailand","THA",2020-01-01,2020-03-20,"0_no_measures","missing","",NA,"","","control","c_THA",FALSE,FALSE,FALSE,TRUE,NA,NA
"515","Thailand","THA",2020-03-21,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_THA",FALSE,FALSE,FALSE,TRUE,NA,NA
"516","Timor-Leste","TLS",2020-01-01,2020-03-27,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TLS",FALSE,FALSE,FALSE,TRUE,NA,NA
"517","Timor-Leste","TLS",2020-03-28,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_TLS",FALSE,FALSE,FALSE,TRUE,NA,NA
"518","Togo","TGO",2020-01-01,2020-03-19,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TGO",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"519","Togo","TGO",2020-03-20,2020-04-01,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_TGO",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"520","Togo","TGO",2020-04-02,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_TGO",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"521","Trinidad and Tobago","TTO",2020-01-01,2020-03-29,"0_no_measures","missing","2020-03-26",2020-03-30,"2020-04-30","voluntary","treatment","t_TTO",TRUE,TRUE,FALSE,FALSE,2020-03-30,TRUE
"522","Trinidad and Tobago","TTO",2020-03-30,2020-05-31,"2_required_exceptions","1_general","2020-03-26",2020-03-30,"2020-04-30","voluntary","treatment","t_TTO",TRUE,TRUE,FALSE,FALSE,2020-03-30,TRUE
"523","Tunisia","TUN",2020-01-01,2020-03-19,"0_no_measures","missing","2020-03-20",2020-03-22,"2020-05-03","mandatory","treatment","t_TUN",TRUE,TRUE,FALSE,TRUE,2020-03-20,TRUE
"524","Tunisia","TUN",2020-03-20,2020-05-14,"2_required_exceptions","1_general","2020-03-20",2020-03-22,"2020-05-03","mandatory","treatment","t_TUN",TRUE,TRUE,FALSE,TRUE,2020-03-20,TRUE
"525","Tunisia","TUN",2020-05-15,2020-05-31,"1_recommended","1_general","2020-03-20",2020-03-22,"2020-05-03","mandatory","treatment","t_TUN",TRUE,TRUE,FALSE,TRUE,2020-03-20,TRUE
"526","Turkey","TUR",2020-01-01,2020-03-08,"0_no_measures","missing","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"527","Turkey","TUR",2020-03-09,2020-03-20,"1_recommended","1_general","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"528","Turkey","TUR",2020-03-21,2020-04-10,"2_required_exceptions","1_general","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"529","Turkey","TUR",2020-04-11,2020-04-12,"3_required","0_targeted","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"530","Turkey","TUR",2020-04-13,2020-04-17,"2_required_exceptions","1_general","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"531","Turkey","TUR",2020-04-18,2020-04-19,"3_required","0_targeted","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"532","Turkey","TUR",2020-04-20,2020-05-31,"2_required_exceptions","1_general","2020-04-20",2020-04-23,"2020-04-26","mandatory","treatment","t_TUR",TRUE,TRUE,TRUE,TRUE,2020-03-21,FALSE
"533","Turkmenistan","TKM",2020-01-01,2020-05-31,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TKM",FALSE,FALSE,FALSE,FALSE,NA,NA
"534","Turks and Caicos Islands","TCA",2020-01-01,2020-03-25,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_TCA",TRUE,TRUE,FALSE,FALSE,2020-03-26,NA
"535","Turks and Caicos Islands","TCA",2020-03-26,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_TCA",TRUE,TRUE,FALSE,FALSE,2020-03-26,NA
"536","Uganda","UGA",2020-01-01,2020-03-29,"0_no_measures","missing","",NA,"","","control","c_UGA",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"537","Uganda","UGA",2020-03-30,2020-05-17,"2_required_exceptions","1_general","",NA,"","","control","c_UGA",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"538","Uganda","UGA",2020-05-18,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_UGA",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"539","Ukraine","UKR",2020-01-01,2020-03-15,"0_no_measures","missing","",NA,"","","control","c_UKR",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"540","Ukraine","UKR",2020-03-16,2020-04-02,"1_recommended","1_general","",NA,"","","control","c_UKR",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"541","Ukraine","UKR",2020-04-03,2020-05-31,"2_required_exceptions","1_general","",NA,"","","control","c_UKR",TRUE,TRUE,FALSE,TRUE,2020-04-03,NA
"542","United Arab Emirates","ARE",2020-01-01,2020-03-12,"0_no_measures","missing","2020-03-26",2020-03-26,"2020-03-29","mandatory","treatment","t_ARE",TRUE,TRUE,TRUE,TRUE,2020-03-23,FALSE
"543","United Arab Emirates","ARE",2020-03-13,2020-03-22,"1_recommended","0_targeted","2020-03-26",2020-03-26,"2020-03-29","mandatory","treatment","t_ARE",TRUE,TRUE,TRUE,TRUE,2020-03-23,FALSE
"544","United Arab Emirates","ARE",2020-03-23,2020-05-14,"2_required_exceptions","1_general","2020-03-26",2020-03-26,"2020-03-29","mandatory","treatment","t_ARE",TRUE,TRUE,TRUE,TRUE,2020-03-23,FALSE
"545","United Arab Emirates","ARE",2020-05-15,2020-05-17,"1_recommended","0_targeted","2020-03-26",2020-03-26,"2020-03-29","mandatory","treatment","t_ARE",TRUE,TRUE,TRUE,TRUE,2020-03-23,FALSE
"546","United Arab Emirates","ARE",2020-05-18,2020-05-31,"0_no_measures","missing","2020-03-26",2020-03-26,"2020-03-29","mandatory","treatment","t_ARE",TRUE,TRUE,TRUE,TRUE,2020-03-23,FALSE
"547","United Kingdom","GBR",2020-01-01,2020-03-22,"0_no_measures","missing","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_GBR",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"548","United Kingdom","GBR",2020-03-23,2020-05-12,"2_required_exceptions","1_general","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_GBR",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"549","United Kingdom","GBR",2020-05-13,2020-05-31,"1_recommended","1_general","2020-03-23",2020-03-23,"2020-05-09","mandatory","treatment","t_GBR",TRUE,TRUE,FALSE,TRUE,2020-03-23,TRUE
"550","United States","USA",2020-01-01,2020-03-14,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_USA",TRUE,FALSE,TRUE,FALSE,NA,NA
"551","United States","USA",2020-03-15,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_USA",TRUE,FALSE,TRUE,FALSE,NA,NA
"552","Uruguay","URY",2020-01-01,2020-03-12,"0_no_measures","missing","",NA,"","","control","c_URY",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"553","Uruguay","URY",2020-03-13,2020-04-01,"1_recommended","1_general","",NA,"","","control","c_URY",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"554","Uruguay","URY",2020-04-02,2020-04-12,"2_required_exceptions","1_general","",NA,"","","control","c_URY",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"555","Uruguay","URY",2020-04-13,2020-05-31,"1_recommended","1_general","",NA,"","","control","c_URY",TRUE,TRUE,FALSE,TRUE,2020-04-02,NA
"556","Uzbekistan","UZB",2020-01-01,2020-03-26,"0_no_measures","missing","2020-04-01",2020-04-01,"2020-05-10","mandatory","treatment","t_UZB",TRUE,TRUE,TRUE,FALSE,2020-03-27,FALSE
"557","Uzbekistan","UZB",2020-03-27,2020-05-07,"2_required_exceptions","1_general","2020-04-01",2020-04-01,"2020-05-10","mandatory","treatment","t_UZB",TRUE,TRUE,TRUE,FALSE,2020-03-27,FALSE
"558","Uzbekistan","UZB",2020-05-08,2020-05-31,"2_required_exceptions","0_targeted","2020-04-01",2020-04-01,"2020-05-10","mandatory","treatment","t_UZB",TRUE,TRUE,TRUE,FALSE,2020-03-27,FALSE
"559","Vanuatu","VUT",2020-01-01,2020-03-25,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_VUT",FALSE,FALSE,FALSE,TRUE,NA,NA
"560","Vanuatu","VUT",2020-03-26,2020-05-31,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_VUT",FALSE,FALSE,FALSE,TRUE,NA,NA
"561","Venezuela","VEN",2020-01-01,2020-03-12,"0_no_measures","missing","2020-03-16",2020-03-17,"2020-05-31","mandatory","treatment","t_VEN",TRUE,TRUE,FALSE,FALSE,2020-03-13,FALSE
"562","Venezuela","VEN",2020-03-13,2020-05-31,"2_required_exceptions","1_general","2020-03-16",2020-03-17,"2020-05-31","mandatory","treatment","t_VEN",TRUE,TRUE,FALSE,FALSE,2020-03-13,FALSE
"563","Vietnam","VNM",2020-01-01,2020-03-31,"0_no_measures","missing","2020-04-01",2020-04-01,"2020-04-22","mandatory","treatment","t_VNM",TRUE,TRUE,TRUE,FALSE,2020-04-01,TRUE
"564","Vietnam","VNM",2020-04-01,2020-04-14,"2_required_exceptions","1_general","2020-04-01",2020-04-01,"2020-04-22","mandatory","treatment","t_VNM",TRUE,TRUE,TRUE,FALSE,2020-04-01,TRUE
"565","Vietnam","VNM",2020-04-15,2020-04-21,"2_required_exceptions","0_targeted","2020-04-01",2020-04-01,"2020-04-22","mandatory","treatment","t_VNM",TRUE,TRUE,TRUE,FALSE,2020-04-01,TRUE
"566","Vietnam","VNM",2020-04-22,2020-05-31,"0_no_measures","missing","2020-04-01",2020-04-01,"2020-04-22","mandatory","treatment","t_VNM",TRUE,TRUE,TRUE,FALSE,2020-04-01,TRUE
"567","Yemen","YEM",2020-01-01,2020-04-30,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_YEM",TRUE,TRUE,TRUE,TRUE,NA,NA
"568","Yemen","YEM",2020-05-01,2020-05-04,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_YEM",TRUE,TRUE,TRUE,TRUE,NA,NA
"569","Yemen","YEM",2020-05-05,2020-05-27,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_YEM",TRUE,TRUE,TRUE,TRUE,NA,NA
"570","Yemen","YEM",2020-05-28,2020-05-31,"2_required_exceptions","0_targeted",NA,NA,NA,NA,NA,"na_YEM",TRUE,TRUE,TRUE,TRUE,NA,NA
"571","Zambia","ZMB",2020-01-01,2020-04-08,"0_no_measures","missing","",NA,"","","control","c_ZMB",TRUE,TRUE,TRUE,TRUE,NA,NA
"572","Zambia","ZMB",2020-04-09,2020-04-14,"1_recommended","1_general","",NA,"","","control","c_ZMB",TRUE,TRUE,TRUE,TRUE,NA,NA
"573","Zambia","ZMB",2020-04-15,2020-05-07,"2_required_exceptions","0_targeted","",NA,"","","control","c_ZMB",TRUE,TRUE,TRUE,TRUE,NA,NA
"574","Zambia","ZMB",2020-05-08,2020-05-31,"0_no_measures","missing","",NA,"","","control","c_ZMB",TRUE,TRUE,TRUE,TRUE,NA,NA
"575","Zimbabwe","ZWE",2020-01-01,2020-03-22,"0_no_measures","missing",NA,NA,NA,NA,NA,"na_ZWE",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"576","Zimbabwe","ZWE",2020-03-23,2020-03-29,"1_recommended","1_general",NA,NA,NA,NA,NA,"na_ZWE",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"577","Zimbabwe","ZWE",2020-03-30,2020-05-31,"2_required_exceptions","1_general",NA,NA,NA,NA,NA,"na_ZWE",TRUE,TRUE,FALSE,TRUE,2020-03-30,NA
"578",NA,"ARM",NA,NA,NA,NA,"2020-03-24",2020-03-24,"2020-04-10","mandatory","treatment","t_ARM",FALSE,FALSE,FALSE,NA,NA,FALSE
"579",NA,"TON",NA,NA,NA,NA,"2020-03-27",2020-03-29,"2020-04-12","mandatory","treatment","t_TON",FALSE,FALSE,FALSE,NA,NA,FALSE
